text,manually_annotated_label
$BONDX: Auction Out  https://t.co/T88h8ggYOz,Treasuries | Corporate Debt
$BONDX: New Supply  https://t.co/nLkdqtdgAQ,Treasuries | Corporate Debt
$BONDX: Overnight Treasury Market Summary  https://t.co/GCSsgwdwq1,Treasuries | Corporate Debt
$BONDX: Treasury Market Summary  https://t.co/uqeuIHUzKX,Treasuries | Corporate Debt
$BONDX: Auction Out  https://t.co/3gFsXqqhjG,Treasuries | Corporate Debt
$BONDX: New Supply  https://t.co/z6lTHfAfaq,Treasuries | Corporate Debt
$BONDX: Overnight Treasury Market Summary  https://t.co/JQ4aai2bhP,Treasuries | Corporate Debt
$BONDX: Auction Out  https://t.co/Shc4wT93d6,Treasuries | Corporate Debt
$BONDX: New Supply  https://t.co/LRYjVM0GNp,Treasuries | Corporate Debt
What Are the Corporate Bond Markets Telling Us?  https://t.co/revyXaJLm2 via @seeitmarket   @marketminue ty,Treasuries | Corporate Debt
"$AMC AMC Entertainment Holdings, Inc. Repurchases $72.5 Million of Its Second Lien Debt at a 31% Discount ..... More good news for Jim Cramer :)",Treasuries | Corporate Debt
$NEPT Neptune Announces Amendment and Expansion of Sprout Secured Promissory Notes Led by Morgan Stanley --&gt; it seems good news to me,Treasuries | Corporate Debt
"UST 2-year yields +28-bps last week, Fed Funds futures moving a 100-bps hike onto the screen and strong NFP is probably going to put some pressure on “inflation peaked” and “Fed pause” predictions this week when CPI comes out.  https://t.co/ZkZCJJPtNV",Treasuries | Corporate Debt
Core Scientific Enhances Liquidity through $100 million Committed Equity Facility  https://t.co/MtOo6DNOsD  https://t.co/vPzWRB5oJw,Treasuries | Corporate Debt
White Oak Acts as Lead Arranger in $130 Million Term Loan to Support Balmoral Funds’ Take-Private Acquisition of Trecora Resources  https://t.co/keQfm8aaC0  https://t.co/KnkY5jXkgi,Treasuries | Corporate Debt
Navya Raises €36m in Convertible Bonds With Stock Acquisition Rights to Finance Its Growth and Large-Scale Industrialization  https://t.co/IhrqWHD7xO  https://t.co/LSnEXrN9Y5,Treasuries | Corporate Debt
"KBRA Assigns Preliminary Ratings to New York State Energy Research and Development Authority Residential Clean Energy and Energy Efficiency Financing Green Revenue Bonds, Series 2022A  https://t.co/HrJN3bjg4R  https://t.co/3S5hyku9Di",Treasuries | Corporate Debt
Blue Apron Achieves Lower Coupon Rate on Senior Secured Notes  https://t.co/17mRbcxVNZ  https://t.co/ejXwUWgDbU,Treasuries | Corporate Debt
PGIM Private Capital provides nearly $10B of senior debt and junior capital globally in 1H 2022  https://t.co/oGAQiwo7hu  https://t.co/rsEkT2IrUu,Treasuries | Corporate Debt
AM Best Affirms Issue Credit Rating of Weston2038 LLC’s Credit-Linked Note  https://t.co/no2VJYdmCG  https://t.co/lqglKry1nU,Treasuries | Corporate Debt
KBRA Assigns Preliminary Ratings to Together Asset Backed Securitisation 2022-1ST1 PLC  https://t.co/xGPVeCoip7  https://t.co/5zv6nE4Ujk,Treasuries | Corporate Debt
SOL Global Continues Principal Re-Payments Towards $50 Million Credit Facility  https://t.co/kvoQqv2aYG  https://t.co/MGFgdWBAsx,Treasuries | Corporate Debt
McGrath RentCorp Announces Completion of $650 Million Financing  https://t.co/SWPvk4fXmS  https://t.co/5PDwwgk30t,Treasuries | Corporate Debt
Gantry Completes $2.8 Billion of Commercial Mortgages in First Half 2022  https://t.co/o9HBjWA2Uk  https://t.co/L6hOdAKMpn,Treasuries | Corporate Debt
The GEO Group Announces Commencement of Exchange Offers and Consent Solicitations for Certain of Its Outstanding Debt Securities  https://t.co/91gkMrmLAi  https://t.co/rb1xITK1rw,Treasuries | Corporate Debt
The GEO Group Commences Proposed Transactions to Address Its Debt Maturities and Strengthen Its Capital Structure  https://t.co/NaBcdlVNOa  https://t.co/MqauTL8CRt,Treasuries | Corporate Debt
UK Debt Management Office UK Regulatory Announcement: Issue of Debt  https://t.co/K5UgGrhAOh  https://t.co/cwjXSZ1ojn,Treasuries | Corporate Debt
CURO Closes $425 Million Facility  https://t.co/OOT2Xv26rK  https://t.co/MnVNlkIk6h,Treasuries | Corporate Debt
TD SYNNEX Announces Results of Senior Notes Exchange  https://t.co/nyHvHs6XNs  https://t.co/dpProBSWoE,Treasuries | Corporate Debt
KBRA Assigns Preliminary Ratings to Theorem Funding Trust 2022-2  https://t.co/dzLIu94XmA  https://t.co/ha2Ju0nj5V,Treasuries | Corporate Debt
Airbase Secures $150M Credit Facility from Goldman Sachs  https://t.co/6oJxvCAz8o  https://t.co/m4NzEZUiqZ,Treasuries | Corporate Debt
Vroom Announces Pricing of UACC Auto Loan Securitization  https://t.co/7TNhoLSnmf  https://t.co/0ehrI9MxpT,Treasuries | Corporate Debt
MedX Announces Closing of First Tranche of Non-Brokered Private Placement of Convertible Loan Notes and Also Announces Application for Warrant Extension  https://t.co/nwpsvjkmrq  https://t.co/FxmXIAi6gC,Treasuries | Corporate Debt
"KBRA Assigns Preliminary Ratings to Gracie Point International Funding 2022-2, Series 2022-2  https://t.co/I1zBtQm3SP  https://t.co/57sK6MKLGt",Treasuries | Corporate Debt
Audax Private Debt Provides Financing to Support Bessemer Investors’ Investment in RotoCo  https://t.co/7mnfYxgj9c  https://t.co/yhPmdZ9h2V,Treasuries | Corporate Debt
Acadian Announces Systematic Credit Initiative  https://t.co/ZkVdZVWqs4  https://t.co/xpX1FfOLMb,Treasuries | Corporate Debt
"AM Best Assigns Issue Credit Rating to MetLife, Inc.’s New Senior Unsecured Notes  https://t.co/aXMJiUd3da  https://t.co/yCR2EuVjRG",Treasuries | Corporate Debt
Slate Asset Management Provides $61.25 Million Senior Loan Facility for the Acquisition and Renovation of a Three-Property Multifamily Portfolio in the Chelsea Neighborhood of Manhattan  https://t.co/Zi0x1XIUyQ  https://t.co/V8P52L4fVZ,Treasuries | Corporate Debt
KBRA Assigns Preliminary Ratings to Ellington Financial Mortgage Trust 2022-3 (EFMT 2022-3)  https://t.co/bVRMP71k5K  https://t.co/MUwcI9l0hy,Treasuries | Corporate Debt
Zoned Properties Secures Initial $4.5 Million Debt Facility for Cannabis Real Estate  https://t.co/NCf08wz9tl  https://t.co/jXFwlM162j,Treasuries | Corporate Debt
UK Debt Management Office UK Regulatory Announcement: Issue of Debt  https://t.co/yRm8wyAnq1,Treasuries | Corporate Debt
Playmaker Capital Inc. Announces US$20 Million Convertible Loan Facility With Beedie Capital and Closes Initial Advance of US$15 Million  https://t.co/kGnrJhryQA  https://t.co/M5E8AnEBAf,Treasuries | Corporate Debt
UK Debt Management Office UK Regulatory Announcement: Issue of Debt  https://t.co/1R3JihWAlY  https://t.co/L41ivXVfDP,Treasuries | Corporate Debt
FDE: Half-year statement of the liquidity contract  https://t.co/Sln8uZuM9x  https://t.co/BoV70zQFhQ,Treasuries | Corporate Debt
National Receives Initial Distribution of Cash and Securities Representing Expected Partial Recovery on Insured Puerto Rico Highways and Transportation Authority Bonds  https://t.co/KsF6Vhrzbu  https://t.co/4fBpqs3Aco,Treasuries | Corporate Debt
"In View of Early Refinancing Through the Infra Debt Market, Rubis Terminal Issues Redemption Notice for €560m 2025 Bonds  https://t.co/iAWosU8Al0  https://t.co/bkPHAW59Nr",Treasuries | Corporate Debt
KBRA Assigns Preliminary Ratings to FREMF 2022-K147 and Freddie Mac Structured Pass-Through Certificate Series K-147  https://t.co/3uAvVEnL1K  https://t.co/gpkEvt62xf,Treasuries | Corporate Debt
"CIM Group Closes $204 Million Construction Loan for Central Station, One Million-Square-Foot Mixed-Use Development in Downtown Phoenix  https://t.co/O6FTq4yu7E  https://t.co/mDhnV46jfR",Treasuries | Corporate Debt
New Chelsea FC owners raise £800mn of debt to reshape club  https://t.co/oKyqGw7Ocr,Treasuries | Corporate Debt
End of cheap money era scuppers dozens of corporate bond deals  https://t.co/xSuSJDeaVu,Treasuries | Corporate Debt
Debt sell-off intensifies strains for more than a dozen emerging markets  https://t.co/N7KhIGMAqR,Treasuries | Corporate Debt
Italian debt market flashes warning as Draghi government teeters  https://t.co/Q2QCetwFCu,Treasuries | Corporate Debt
The case for T-bills and patience  https://t.co/GAeOZjGMhA  | opinion,Treasuries | Corporate Debt
Ukraine’s biggest gas company may struggle to gain approval from bondholders for its last-minute request to delay debt payments  https://t.co/W4NZBi7sfk,Treasuries | Corporate Debt
"Indian companies are rushing to hedge their overseas dollar debt against further declines in the rupee, a process that threatens to cascade into additional losses for the battered local currency  https://t.co/ZFh5Ua8lzB",Treasuries | Corporate Debt
"Overseas investors cut holdings of Chinese sovereign bonds for a fifth month in June, the longest string of outflows on record  https://t.co/8Dh7MXrXcr",Treasuries | Corporate Debt
The UK is borrowing billions of pounds more than forecast as soaring inflation drives up the cost of servicing the national debt  https://t.co/koiTJvxg0B,Treasuries | Corporate Debt
"Investors including BlackRock and Fidelity, as well as creditor countries such as the US and Germany, back Ukraine's plan to delay debt payments  https://t.co/i0SOWaFnGv",Treasuries | Corporate Debt
"Sovereign bonds from Angola and Gabon are trading at distressed levels, raising the number of emerging-market nations at risk of default to a record  https://t.co/gVvd3Yrrmc",Treasuries | Corporate Debt
Ukraine is seeking to delay payments on foreign debt and change terms of GDP warrants as Russia’s invasion undermines the economy  https://t.co/oaEGRJfqaG,Treasuries | Corporate Debt
China’s yield curve has become the steepest in two years as a combination of flush liquidity and speculation the central bank will keep policy accommodative pushes down rates on shorter-maturity debt  https://t.co/ihC2bEVS4q,Treasuries | Corporate Debt
The nonprofit organization Pursuit has sold a $10 million bond to finance its job training program.  Now it needs participants to pay down the debt with their future earnings (via @citylab)  https://t.co/Vk0dBpBMm6,Treasuries | Corporate Debt
Ukraine’s pile of billions in foreign debt is coming into increasing focus after the war-torn nation’s state-owned energy company moved to delay payments on its bonds  https://t.co/Lto3UE5Veq,Treasuries | Corporate Debt
"For all the volatility whipsawing the US bond market, traders are showing increasing confidence that the alarm bells warning of a recession will only get louder  https://t.co/22fHmsK3ku",Treasuries | Corporate Debt
US recession risks are reverberating across the emerging Asian debt complex and nowhere is this more apparent than in Indian sovereign bonds  https://t.co/x0kBexnGZf,Treasuries | Corporate Debt
"The prospect of a global recession is sending money managers scrambling to rework their portfolios, especially in emerging Asian bonds which have already been hammered this year by accelerating inflation and slowing growth  https://t.co/qI7MXYBAE2",Treasuries | Corporate Debt
"Some of Australia’s biggest investors are piling into bonds, in a bet backing central bank Governor Lowe’s assessment that a series of robust rate hikes will help get inflation under control next year  https://t.co/tOi27amXEo",Treasuries | Corporate Debt
"South Africa’s indebted power utility may need to borrow an extra $2.6 billion to purchase diesel and pay inflation-beating salaries to workers, according to S&amp;P Global Ratings  https://t.co/9a3WfwnRM3",Treasuries | Corporate Debt
"Banks should stop arranging bond deals for fossil-fuel companies because the fees just aren't worth the risks, climate group says  https://t.co/rEpnFkVYg9",Treasuries | Corporate Debt
Petrobras debuted in the green financing market with a $1.25 billion sustainability-linked loan as Brazil's oil giant looks to court environmentally conscious investors  https://t.co/zlN6jVcdeW,Treasuries | Corporate Debt
"The US government’s debt dynamics have strengthened thanks to recent improvements in the economy and increased revenue, according to credit assessor Fitch Ratings, which has upgraded the country’s outlook to stable  https://t.co/g9BwqyMm2F",Treasuries | Corporate Debt
Barclays Warns of Rising Trouble in Treasury Market  https://t.co/hXXeUo2TUV,Treasuries | Corporate Debt
The average rate on a 30-year fixed-rate mortgage increased to 5.51% from 5.30%.  https://t.co/puBTM9Lolj,Treasuries | Corporate Debt
Bond yields rise after Russia resumes gas flows  https://t.co/DLf5hiYdO0,Treasuries | Corporate Debt
Italian assets slide after Draghi resigns  https://t.co/2JMPm7VXLQ,Treasuries | Corporate Debt
Treasury yields dip as traders eye European action  https://t.co/n92eWG2BPS,Treasuries | Corporate Debt
China's U.S. Treasurys holdings fall below $1 trillion for first time in 12 yrs  https://t.co/rNcyfLBA4Z,Treasuries | Corporate Debt
Treasuries becalmed as bund yields jump on ECB speculation  https://t.co/yJog7sVXAS,Treasuries | Corporate Debt
"Genesis listed as Three Arrows Capital’s biggest creditor, lent $2.4 billion  https://t.co/SY4lmcR4JU",Treasuries | Corporate Debt
"Junk-rated debt looks safer than stocks as recession threat looms, according to Nuveen  https://t.co/I04Ili5Sbh",Treasuries | Corporate Debt
Bond yields move higher on chipper market mood  https://t.co/Y925kLPXkT,Treasuries | Corporate Debt
"Here are two reasons that the bond market’s rout has gone so far —  that it will rally in coming months, columnist ​​@MktwHulbert writes.   https://t.co/hrEa0ymCnb",Treasuries | Corporate Debt
Treasury yields edge lower ahead of retail sales and other reports  https://t.co/u3RgqXUtVy,Treasuries | Corporate Debt
"Italian bonds slump, euro flirts with parity ahead of ECB introduction of anti-fragmentation tool  https://t.co/9WeND365uH",Treasuries | Corporate Debt
Bond yields rise as chances of 100 basis point July rate hike by Fed reach 85%  https://t.co/EVM9fLt9P5,Treasuries | Corporate Debt
Treasury yields nudge lower and tension rises ahead of crucial CPI report  https://t.co/jNtEE6BbBj,Treasuries | Corporate Debt
Deepening inversion of Treasury yield curve is `getting harder to dismiss’  https://t.co/70WOuEDrgZ,Treasuries | Corporate Debt
U.S. yield curve most inverted in 15 years  https://t.co/iDglcgbc45,Treasuries | Corporate Debt
$RWAY - Runway Growth Finance announces note offering  https://t.co/IngZA4VDSu,Treasuries | Corporate Debt
$SOLCF - SOL Global continues principal re-payments towards $50M credit facility  https://t.co/HlDfF9gzWu,Treasuries | Corporate Debt
$AMC - AMC Entertainment strengthened it's balance sheet by repurchasing $72.5M of its second lien debt at a 31% discount in Q2  https://t.co/eQem1obOpl,Treasuries | Corporate Debt
$PSYC - PSYC strengthens balance sheet with reduced interest on notes  https://t.co/CeqheAGu46,Treasuries | Corporate Debt
$NOVN - Novan pays off $16.5M in outstanding promissory note related to EPI Health acquisition  https://t.co/XktyabvAc6,Treasuries | Corporate Debt
$HIRRF - Hire Technologies to issue shares in settlement of debenture interest payment  https://t.co/hBR9ariigJ,Treasuries | Corporate Debt
$UXIN - Uxin announces  https://t.co/O26pyh3dD0 note restructuring and other transactions  https://t.co/AAkWqs8oBZ,Treasuries | Corporate Debt
$BSJN - Invesco BulletShares 2023 High Yield Corporate Bond ETF declares monthly distribution of $0.0742  https://t.co/QdXRtDwjUy,Treasuries | Corporate Debt
$HTGM - HTG Molecular Diagnostics amends senior loan facility  https://t.co/OUa4zlQlQ0,Treasuries | Corporate Debt
$DCO - Ducommun announces new credit facility  https://t.co/c5OrVNk45A,Treasuries | Corporate Debt
$VRM - Vroom indirect subsidiary prices auto loan securitization  https://t.co/zDgrDALHq1,Treasuries | Corporate Debt
$BORR - Borr Drilling reaches refinancing deals with most creditors  https://t.co/FsEqqI82pN,Treasuries | Corporate Debt
$GTBIF - Green Thumb Industries extends senior debt facility maturity date  https://t.co/1CFvCT7vuA,Treasuries | Corporate Debt
$NEPT - Neptune's Sprout Foods expands secured promissory notes  https://t.co/TT5ZBB10CO,Treasuries | Corporate Debt
